command	option	evidence	notes
worktree	-B	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs; crates/zmin-cli/tests/git_worktree_invalid_compat.rs	Reviewed complete doc-option pair: -B is covered by the existing exact stock-Git worktree evidence on the currently modeled helper-free local add, move, lock, prune, repair, config-scope, branch-option, and invalid-input lanes.
worktree	-b	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs; crates/zmin-cli/tests/git_worktree_invalid_compat.rs	Reviewed complete doc-option pair: -b is covered by the existing exact stock-Git worktree evidence on the currently modeled helper-free local add, move, lock, prune, repair, config-scope, branch-option, and invalid-input lanes.
worktree	-d	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs	Reviewed complete doc-option pair: -d is covered by the existing exact stock-Git worktree evidence on the current helper-free local detached add lane, where the short detach alias matches stock Git output and linked-worktree state.
worktree	-f	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs; crates/zmin-cli/tests/git_worktree_invalid_compat.rs	Reviewed complete doc-option pair: -f is covered by the existing exact stock-Git worktree evidence on the currently modeled helper-free local add, move, lock, prune, repair, config-scope, branch-option, and invalid-input lanes.
worktree	-n	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs	Reviewed complete doc-option pair: -n is covered by the existing exact stock-Git worktree evidence on the current helper-free local prune dry-run lane, where the short alias preserves stale admin metadata and matches stock Git output.
worktree	-q	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs	Reviewed complete doc-option pair: -q is covered by the existing exact stock-Git worktree evidence on the current helper-free local detached add lane, where the short quiet alias suppresses feedback messages while preserving linked-worktree state like stock Git.
worktree	-v	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs	Reviewed complete doc-option pair: -v is covered by the existing exact stock-Git worktree evidence on the current helper-free local human-list lane, including aligned path rendering for the main, detached, and branch-linked worktrees.
worktree	-z	docs/cli/matrices/worktree_v2_47.tsv; target/git-doc-cache/v2.47.1/git-worktree.txt; crates/zmin-cli/tests/git_worktree_compat.rs	Reviewed complete doc-option pair: -z is covered by the existing exact stock-Git worktree evidence on the current helper-free local porcelain-list lane, where machine-readable records are NUL-delimited like stock Git.
show	--format	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs; crates/zmin-cli/tests/git_object_plumbing_compat.rs; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-show-schema-oracle-smoke.sh; tools/git-show-merge-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --format is covered by the existing exact stock-Git show evidence on the currently modeled helper-free local root-commit, object-display, pretty-format, patch/stat, merge-display, and pathspec lanes.
show	--oneline	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs; crates/zmin-cli/tests/git_object_plumbing_compat.rs; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-show-schema-oracle-smoke.sh; tools/git-show-merge-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --oneline is covered by the existing exact stock-Git show evidence on the currently modeled helper-free local root-commit, object-display, pretty-format, patch/stat, merge-display, and pathspec lanes.
show	--pretty	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs; crates/zmin-cli/tests/git_object_plumbing_compat.rs; crates/zmin-cli/tests/git_diff_compat.rs; tools/git-show-schema-oracle-smoke.sh; tools/git-show-merge-schema-oracle-smoke.sh	Reviewed complete doc-option pair: --pretty is covered by the existing exact stock-Git show evidence on the currently modeled helper-free local root-commit, object-display, pretty-format, patch/stat, merge-display, and pathspec lanes.
show	--abbrev-commit	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --abbrev-commit is covered by the exact stock-Git show default-display abbreviation evidence on the current helper-free local commit-note lane, shortening the commit header hash while preserving note and patch output.
show	--no-abbrev-commit	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --no-abbrev-commit is covered by the exact stock-Git show oneline full-hash evidence on the current helper-free local commit lane, restoring the full object id when combined with `--oneline`.
show	--notes	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --notes is covered by the exact stock-Git show note-rendering evidence on the current helper-free local commit-note lane, preserving the default note block with matching stdout, stderr, exit status and unchanged repository state.
show	--no-notes	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --no-notes is covered by the exact stock-Git show note-suppression evidence on the current helper-free local commit-note lane, removing the default note block with matching stdout, stderr, exit status and unchanged repository state.
show	--show-notes	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-notes is covered by the exact stock-Git show note-rendering alias evidence on the current helper-free local commit-note lane, preserving the note block with matching stdout, stderr, exit status and unchanged repository state.
show	--show-notes-by-default	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --show-notes-by-default is covered by the exact stock-Git show default-note alias evidence on the current helper-free local commit-note lane, preserving the note block with matching stdout, stderr, exit status and unchanged repository state.
show	--standard-notes	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --standard-notes is covered by the exact stock-Git standalone show evidence on the current helper-free local commit-note lane where this spelling omits the note block on this machine.
show	--no-standard-notes	docs/cli/matrices/show_v2_47.tsv; target/git-doc-cache/v2.47.1/git-show.txt; crates/zmin-cli/tests/git_history_query_compat.rs	Reviewed complete doc-option pair: --no-standard-notes is covered by the exact stock-Git standalone show evidence on the current helper-free local commit-note lane where this spelling omits the note block on this machine.
filter-branch	--commit-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --commit-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--env-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --env-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--force	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --force is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--index-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --index-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--msg-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --msg-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--original	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --original is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--parent-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --parent-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--prune-empty	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --prune-empty is covered by exact stock-Git filter-branch evidence for pruning a single-parent empty commit and rejecting the documented incompatible --commit-filter combination while preserving the existing helper-free local rewrite, backup-ref, and invalid-input lanes.
filter-branch	--setup	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --setup is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--state-branch	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --state-branch is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--subdirectory-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --subdirectory-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--tag-name-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --tag-name-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	--tree-filter	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: --tree-filter is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	-d	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: -d is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
filter-branch	-f	docs/cli/matrices/filter_branch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-filter-branch.txt; crates/zmin-cli/tests/git_filter_branch_compat.rs; crates/zmin-cli/tests/git_filter_branch_parent_filter_compat.rs; tools/git-filter-branch-schema-extra-oracle-smoke.sh	Reviewed complete doc-option pair: -f is covered by the existing exact stock-Git filter-branch evidence on the currently modeled helper-free local message, tree, index, env, parent, setup, tag rename, state-branch, temp-dir, backup-ref, and invalid-input lanes.
daemon	--base-path	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --base-path is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--base-path-relaxed	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --base-path-relaxed is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--export-all	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --export-all is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--inetd	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --inetd is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--init-timeout	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --init-timeout is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--listen	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --listen is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--max-connections	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --max-connections is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--pid-file	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --pid-file is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--port	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --port is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--reuseaddr	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --reuseaddr is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--strict-paths	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --strict-paths is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--timeout	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --timeout is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
daemon	--verbose	docs/cli/matrices/daemon_v2_47.tsv; target/git-doc-cache/v2.47.1/git-daemon.txt; tools/git-daemon-schema-oracle-smoke.sh; crates/zmin-cli/tests/git_transport_http_compat.rs	Reviewed complete doc-option pair: --verbose is covered by the existing exact stock-Git daemon evidence on the currently modeled helper-free local git-daemon listen, export, timeout, inetd, and path-serving lanes.
format-patch	--attach	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --attach is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including stdout MIME attachment output with stock-compatible patch content where modeled.
format-patch	--cover-letter	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --cover-letter is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including cover-letter stdout series output and numbering composition where modeled.
format-patch	--inline	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --inline is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including inline multipart stdout patch output where modeled.
format-patch	--no-numbered	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --no-numbered is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including unnumbered stdout subject lines for two-patch ranges where modeled.
format-patch	--numbered	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --numbered is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including numbered stdout series output where modeled.
format-patch	--numbered-files	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --numbered-files is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including output-directory numeric patch filenames with stock-equivalent content where modeled.
format-patch	--output-directory	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --output-directory is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including long and short directory-output forms with stock-equivalent written patch files where modeled.
format-patch	--stdout	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --stdout is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including inline, attach, numbered, cover-letter, merge-commit, and binary-summary stdout flows where modeled.
format-patch	--subject-prefix	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --subject-prefix is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including custom subject-prefix stdout output where modeled.
format-patch	--suffix	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: --suffix is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including output-directory custom suffix patch filenames with stock-equivalent content where modeled.
format-patch	-n	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: -n is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including numbered cover-letter series output where modeled.
format-patch	-o	docs/cli/matrices/format_patch_v2_47.tsv; target/git-doc-cache/v2.47.1/git-format-patch.txt; crates/zmin-cli/tests/git_mail_series_compat.rs	Reviewed complete doc-option pair: -o is covered by the existing exact stock-Git format-patch evidence on the current helper-free local mail-series lane, including short output-directory patch writing with stock-equivalent path lines and file contents where modeled.
fetch-pack	--all	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --all is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--depth	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --depth is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--include-tag	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --include-tag is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--keep	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --keep is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--no-progress	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --no-progress is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--quiet	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --quiet is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--stdin	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --stdin is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	--thin	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: --thin is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	-k	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: -k is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	-q	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: -q is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
fetch-pack	-v	docs/cli/matrices/fetch_pack_v2_47.tsv; target/git-doc-cache/v2.47.1/git-fetch-pack.txt; crates/zmin-cli/tests/git_transport_local_compat.rs; tools/git-fetch-pack-schema-gap-probe.sh	Reviewed complete doc-option pair: -v is covered by the existing exact stock-Git fetch-pack evidence on the currently modeled helper-free local repository, depth, tag, keep, quiet, stdin, thin-pack, and invalid-input lanes.
